# Formato: id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
2656;Dog Day Afternoon;Biography;Sidney Lumet;1975;125;0;2024-12-19 10:00;7.0
2657;The Others;Horror;Alejandro Amenábar;2001;101;12;2024-12-18 10:00;8.0
2658;City Lights;Comedy;Charles Chaplin;1931;87;0;2024-12-17 10:00;6.5
2659;Eternal Sunshine of the Spotless Mind;Drama;Michel Gondry;2004;108;12;2024-12-16 13:00;6.5
2660;The Wild Bunch;Action;Sam Peckinpah;1969;145;12;2024-12-16 10:00;8.5
2661;Snatch;Comedy;Guy Ritchie;2000;104;12;2024-12-15 15:30;8.0
2662;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;2024-12-15 12:30;8.0
2663;Lola rennt;Crime;Tom Tykwer;1998;81;12;2024-12-15 10:00;7.0
2664;The Others;Horror;Alejandro Amenábar;2001;101;12;2024-12-14 16:00;6.5
2665;Harry Potter and the Prisoner of Azkaban;Adventure;Alfonso Cuarón;2004;142;0;2024-12-14 13:00;7.0
2666;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;2024-12-14 10:30;7.0
2667;Snatch;Comedy;Guy Ritchie;2000;104;12;2024-12-13 10:00;7.0
2668;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;2024-12-12 10:00;7.5
2669;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;2024-12-11 15:00;8.5
2670;Il postino;Biography;Michael Radford;1994;108;0;2024-12-11 12:30;8.5
2671;Midnight Cowboy;Drama;John Schlesinger;1969;113;12;2024-12-11 10:00;7.5
2672;Le samouraï;Crime;Jean-Pierre Melville;1967;105;12;2024-12-10 13:00;7.5
2673;Lola rennt;Crime;Tom Tykwer;1998;81;12;2024-12-10 10:30;6.5
2674;Die Hard;Action;John McTiernan;1988;132;12;2024-12-09 13:30;7.0
2675;Midnight Cowboy;Drama;John Schlesinger;1969;113;12;2024-12-09 10:30;8.0
2676;Ying xiong;Action;Yimou Zhang;2002;120;12;2024-12-08 16:30;6.5
2677;Blade Runner;Action;Ridley Scott;1982;117;12;2024-12-08 13:30;8.0
2678;Midnight Cowboy;Drama;John Schlesinger;1969;113;12;2024-12-08 10:30;6.5
2679;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;2024-12-07 16:00;8.0
2680;Boyz n the Hood;Crime;John Singleton;1991;112;12;2024-12-07 13:00;7.5
2681;Il postino;Biography;Michael Radford;1994;108;0;2024-12-07 10:30;7.0
2682;Das Boot;Adventure;Wolfgang Petersen;1981;149;16;2024-12-06 13:00;7.5
2683;Il postino;Biography;Michael Radford;1994;108;0;2024-12-06 10:30;6.5
2684;Mulan;Animation;Tony Bancroft;1998;88;0;2024-12-05 10:30;8.5
2685;Harry Potter and the Prisoner of Azkaban;Adventure;Alfonso Cuarón;2004;142;0;2024-12-04 10:00;7.0
2686;Blade Runner;Action;Ridley Scott;1982;117;12;2024-12-03 13:00;8.0
2687;Ying xiong;Action;Yimou Zhang;2002;120;12;2024-12-03 10:00;6.5
2688;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;2024-12-02 13:00;6.5
2689;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;2024-12-02 10:30;8.5
2690;American Psycho;Comedy;Mary Harron;2000;101;12;2024-12-01 18:00;9.5
2691;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;2024-12-01 15:30;7.5
2692;Ying xiong;Action;Yimou Zhang;2002;120;12;2024-12-01 12:30;8.5
2693;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;2024-12-01 10:00;7.0
2694;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;2024-11-30 17:30;8.0
2695;The 39 Steps;Crime;Alfred Hitchcock;1935;86;12;2024-11-30 15:00;8.0
2696;Il postino;Biography;Michael Radford;1994;108;0;2024-11-30 12:30;8.0
2697;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;2024-11-30 10:00;7.5
2698;Alien;Horror;Ridley Scott;1979;117;16;2024-11-29 15:30;8.0
2699;Snatch;Comedy;Guy Ritchie;2000;104;12;2024-11-29 13:00;8.5
2700;Mulan;Animation;Tony Bancroft;1998;88;0;2024-11-29 10:30;8.5
2701;Ying xiong;Action;Yimou Zhang;2002;120;12;2024-11-28 13:00;8.5
2702;La vita è bella;Comedy;Roberto Benigni;1997;116;0;2024-11-28 10:00;8.0
2703;American Psycho;Comedy;Mary Harron;2000;101;12;2024-11-27 10:00;7.5
2704;The Kid;Comedy;Charles Chaplin;1921;68;12;2024-11-26 10:00;7.5
2705;The Last Samurai;Action;Edward Zwick;2003;154;12;2024-11-25 10:00;8.5
2706;Fight Club;Drama;David Fincher;1999;139;12;2024-11-24 18:00;10.0
2707;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;2024-11-24 15:30;7.5
2708;Il postino;Biography;Michael Radford;1994;108;0;2024-11-24 13:00;8.5
2709;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-11-24 10:00;8.0
2710;The Others;Horror;Alejandro Amenábar;2001;101;12;2024-11-23 16:00;8.5
2711;Mulan;Animation;Tony Bancroft;1998;88;0;2024-11-23 13:30;8.0
2712;Fight Club;Drama;David Fincher;1999;139;12;2024-11-23 10:30;8.5
2713;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;2024-11-22 13:00;8.0
2714;Eternal Sunshine of the Spotless Mind;Drama;Michel Gondry;2004;108;12;2024-11-22 10:30;8.0
2715;Alien;Horror;Ridley Scott;1979;117;16;2024-11-21 10:00;6.5
2716;Fight Club;Drama;David Fincher;1999;139;12;2024-11-20 14:00;7.0
2717;Underground;Comedy;Emir Kusturica;1995;170;12;2024-11-20 10:00;7.5
2718;Snatch;Comedy;Guy Ritchie;2000;104;12;2024-11-19 10:30;8.0
2719;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;2024-11-18 13:00;8.5
2720;Fight Club;Drama;David Fincher;1999;139;12;2024-11-18 10:00;8.5
2721;Evil Dead II;Action;Sam Raimi;1987;84;12;2024-11-17 16:00;8.5
2722;Crash;Crime;Paul Haggis;2004;112;12;2024-11-17 13:30;6.5
2723;La vita è bella;Comedy;Roberto Benigni;1997;116;0;2024-11-17 10:30;8.0
2724;Scent of a Woman;Drama;Martin Brest;1992;156;12;2024-11-16 16:30;8.0
2725;Snatch;Comedy;Guy Ritchie;2000;104;12;2024-11-16 14:00;8.5
2726;The Sound of Music;Biography;Robert Wise;1965;172;0;2024-11-16 10:30;8.0
2727;Mulan;Animation;Tony Bancroft;1998;88;0;2024-11-15 10:30;7.5
2728;Midnight Cowboy;Drama;John Schlesinger;1969;113;12;2024-11-14 13:00;7.5
2729;Evil Dead II;Action;Sam Raimi;1987;84;12;2024-11-14 10:30;8.0
2730;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;2024-11-13 16:00;7.5
2731;The Last Samurai;Action;Edward Zwick;2003;154;12;2024-11-13 12:30;7.5
2732;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;2024-11-13 10:00;6.5
2733;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-11-12 13:00;7.5
2734;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;2024-11-12 10:00;7.0
2735;The Thin Man;Comedy;W.S. Van Dyke;1934;91;12;2024-11-11 10:30;7.0
2736;Hable con ella;Drama;Pedro Almodóvar;2002;112;16;2024-11-10 17:30;8.5
2737;The Sound of Music;Biography;Robert Wise;1965;172;0;2024-11-10 13:30;7.0
2738;Scent of a Woman;Drama;Martin Brest;1992;156;12;2024-11-10 10:00;8.0
2739;Diarios de motocicleta;Adventure;Walter Salles;2004;126;0;2024-11-09 19:00;9.5
2740;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-11-09 16:00;8.0
2741;Alien;Horror;Ridley Scott;1979;117;16;2024-11-09 13:30;8.5
2742;Abre los ojos;Drama;Alejandro Amenábar;1997;119;0;2024-11-09 10:30;6.5
2743;Scent of a Woman;Drama;Martin Brest;1992;156;12;2024-11-08 13:00;7.0
2744;Alien;Horror;Ridley Scott;1979;117;16;2024-11-08 10:00;8.5
2745;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;2024-11-07 16:30;8.5
2746;Almost Famous;Adventure;Cameron Crowe;2000;122;12;2024-11-07 13:30;7.0
2747;Diarios de motocicleta;Adventure;Walter Salles;2004;126;0;2024-11-07 10:30;7.5
2748;Alien;Horror;Ridley Scott;1979;117;16;2024-11-06 13:30;8.5
2749;Underground;Comedy;Emir Kusturica;1995;170;12;2024-11-06 10:00;8.0
2750;Stand by Me;Adventure;Rob Reiner;1986;89;0;2024-11-05 10:30;7.5
2751;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2024-11-04 13:30;7.0
2752;Amarcord;Comedy;Federico Fellini;1973;123;16;2024-11-04 10:30;7.5
2753;Diarios de motocicleta;Adventure;Walter Salles;2004;126;0;2024-11-03 18:00;9.5
2754;Stand by Me;Adventure;Rob Reiner;1986;89;0;2024-11-03 16:00;8.5
2755;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2024-11-03 13:30;6.5
2756;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-11-03 10:30;7.5
2757;The Sound of Music;Biography;Robert Wise;1965;172;0;2024-11-02 15:30;6.5
2758;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;2024-11-02 13:00;8.0
2759;Dip huet seung hung;Action;John Woo;1989;111;16;2024-11-02 10:30;7.5
2760;Dip huet seung hung;Action;John Woo;1989;111;16;2024-11-01 10:00;7.5
2761;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2024-10-31 16:00;7.0
2762;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-31 13:00;7.0
2763;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;2024-10-31 10:30;7.5
2764;Almost Famous;Adventure;Cameron Crowe;2000;122;12;2024-10-30 10:00;8.5
2765;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-29 15:00;6.5
2766;Seppuku;Action;Masaki Kobayashi;1962;133;12;2024-10-29 12:00;7.5
2767;Les triplettes de Belleville;Animation;Sylvain Chomet;2003;80;12;2024-10-29 10:00;6.5
2768;Fight Club;Drama;David Fincher;1999;139;12;2024-10-28 15:30;7.5
2769;Stand by Me;Adventure;Rob Reiner;1986;89;0;2024-10-28 13:00;7.0
2770;Stand by Me;Adventure;Rob Reiner;1986;89;0;2024-10-28 10:30;7.0
2771;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-27 17:00;7.0
2772;All Quiet on the Western Front;Drama;Lewis Milestone;1930;152;0;2024-10-27 13:30;8.0
2773;Almost Famous;Adventure;Cameron Crowe;2000;122;12;2024-10-27 10:30;7.0
2774;La vita è bella;Comedy;Roberto Benigni;1997;116;0;2024-10-26 15:30;8.0
2775;Alien;Horror;Ridley Scott;1979;117;16;2024-10-26 12:30;7.0
2776;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;2024-10-26 10:00;7.0
2777;Almost Famous;Adventure;Cameron Crowe;2000;122;12;2024-10-25 13:00;8.0
2778;Abre los ojos;Drama;Alejandro Amenábar;1997;119;0;2024-10-25 10:00;8.0
2779;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-10-24 17:30;7.0
2780;Airplane!;Comedy;Jim Abrahams;1980;88;0;2024-10-24 15:00;8.0
2781;Hamlet;Drama;Kenneth Branagh;1996;242;12;2024-10-24 10:00;7.5
2782;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;2024-10-23 13:00;8.0
2783;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;2024-10-23 10:00;8.5
2784;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-10-22 13:00;7.5
2785;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-22 10:30;7.5
2786;Le samouraï;Crime;Jean-Pierre Melville;1967;105;12;2024-10-21 12:30;7.5
2787;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2024-10-21 10:00;8.0
2788;The Butterfly Effect;Drama;Eric Bress;2004;113;0;2024-10-20 16:30;6.5
2789;Diarios de motocicleta;Adventure;Walter Salles;2004;126;0;2024-10-20 13:30;7.5
2790;All Quiet on the Western Front;Drama;Lewis Milestone;1930;152;0;2024-10-20 10:00;8.5
2791;Les triplettes de Belleville;Animation;Sylvain Chomet;2003;80;12;2024-10-19 17:30;6.5
2792;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2024-10-19 14:00;8.0
2793;Scent of a Woman;Drama;Martin Brest;1992;156;12;2024-10-19 10:30;7.5
2794;Fight Club;Drama;David Fincher;1999;139;12;2024-10-18 16:00;7.5
2795;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-18 13:00;7.5
2796;Dog Day Afternoon;Biography;Sidney Lumet;1975;125;0;2024-10-18 10:00;6.5
2797;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-17 16:30;7.5
2798;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-17 13:30;6.5
2799;It's a Wonderful Life;Drama;Frank Capra;1946;130;6;2024-10-17 10:30;7.5
2800;Seppuku;Action;Masaki Kobayashi;1962;133;12;2024-10-16 10:30;6.5
2801;Raging Bull;Biography;Martin Scorsese;1980;129;12;2024-10-15 13:30;8.0
2802;Idi i smotri;Drama;Elem Klimov;1985;142;12;2024-10-15 10:30;8.5
2803;Il conformista;Drama;Bernardo Bertolucci;1970;113;12;2024-10-14 14:00;8.0
2804;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;2024-10-14 10:30;8.0
2805;Airplane!;Comedy;Jim Abrahams;1980;88;0;2024-10-13 18:30;9.5
2806;Gilda;Drama;Charles Vidor;1946;110;12;2024-10-13 16:00;7.5
2807;Lethal Weapon;Action;Richard Donner;1987;109;12;2024-10-13 13:30;8.0
2808;The Butterfly Effect;Drama;Eric Bress;2004;113;0;2024-10-13 10:30;6.5
2809;E.T. the Extra-Terrestrial;Family;Steven Spielberg;1982;115;0;2024-10-12 17:30;7.0
2810;City Lights;Comedy;Charles Chaplin;1931;87;0;2024-10-12 15:30;8.0
2811;Before Sunset;Drama;Richard Linklater;2004;80;16;2024-10-12 13:00;6.5
2812;The Thin Man;Comedy;W.S. Van Dyke;1934;91;12;2024-10-12 10:30;7.5
2813;Les triplettes de Belleville;Animation;Sylvain Chomet;2003;80;12;2024-10-11 10:30;8.5
2814;Scent of a Woman;Drama;Martin Brest;1992;156;12;2024-10-10 13:30;7.5
2815;Fight Club;Drama;David Fincher;1999;139;12;2024-10-10 10:00;8.5
2816;The Thin Man;Comedy;W.S. Van Dyke;1934;91;12;2024-10-09 13:30;7.5
2817;The Goonies;Adventure;Richard Donner;1985;114;0;2024-10-09 10:30;6.5
2818;The Bourne Supremacy;Action;Paul Greengrass;2004;108;12;2024-10-08 12:30;7.0
2819;Lethal Weapon;Action;Richard Donner;1987;109;12;2024-10-08 10:00;7.5
2820;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;2024-10-07 10:30;8.0
2821;Viskningar och rop;Drama;Ingmar Bergman;1972;91;12;2024-10-06 18:30;10.0
2822;Idi i smotri;Drama;Elem Klimov;1985;142;12;2024-10-06 15:00;7.0
2823;Lethal Weapon;Action;Richard Donner;1987;109;12;2024-10-06 12:30;7.0
2824;Airplane!;Comedy;Jim Abrahams;1980;88;0;2024-10-06 10:00;8.0
2825;Gilda;Drama;Charles Vidor;1946;110;12;2024-10-05 17:30;7.0
2826;After Hours;Comedy;Martin Scorsese;1985;97;12;2024-10-05 15:00;7.0
2827;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2024-10-05 12:30;8.5
2828;Out of the Past;Crime;Jacques Tourneur;1947;97;12;2024-10-05 10:00;7.5
2829;Stand by Me;Adventure;Rob Reiner;1986;89;0;2024-10-04 10:00;6.5
2830;Almost Famous;Adventure;Cameron Crowe;2000;122;12;2024-10-03 16:30;7.5
2831;Airplane!;Comedy;Jim Abrahams;1980;88;0;2024-10-03 14:30;7.0
2832;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;2024-10-03 10:30;6.5
2833;Amarcord;Comedy;Federico Fellini;1973;123;16;2024-10-02 10:00;7.0
2834;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2024-10-01 12:30;7.0
2835;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;2024-10-01 10:00;7.5
2836;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2024-09-30 15:30;8.0
2837;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;2024-09-30 13:00;8.5
2838;The Butterfly Effect;Drama;Eric Bress;2004;113;0;2024-09-30 10:00;8.0
2839;Dog Day Afternoon;Biography;Sidney Lumet;1975;125;0;2024-09-29 18:30;9.0
2840;Le samouraï;Crime;Jean-Pierre Melville;1967;105;12;2024-09-29 16:00;6.5
2841;Almost Famous;Adventure;Cameron Crowe;2000;122;12;2024-09-29 13:00;6.5
2842;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;2024-09-29 10:00;8.5
2843;Enter the Dragon;Action;Robert Clouse;1973;102;12;2024-09-28 18:30;10.0
2844;Le samouraï;Crime;Jean-Pierre Melville;1967;105;12;2024-09-28 16:00;8.0
2845;No Man's Land;Comedy;Danis Tanovic;2001;98;16;2024-09-28 13:30;7.0
2846;It's a Wonderful Life;Drama;Frank Capra;1946;130;6;2024-09-28 10:30;8.0
2847;City Lights;Comedy;Charles Chaplin;1931;87;0;2024-09-27 16:00;7.5
2848;Seppuku;Action;Masaki Kobayashi;1962;133;12;2024-09-27 13:00;8.0
2849;Dog Day Afternoon;Biography;Sidney Lumet;1975;125;0;2024-09-27 10:00;6.5
2850;Midnight Express;Biography;Alan Parker;1978;121;12;2024-09-26 10:30;8.5
2851;Crimes and Misdemeanors;Comedy;Woody Allen;1989;104;12;2024-09-25 10:00;8.5
2852;The Butterfly Effect;Drama;Eric Bress;2004;113;0;2024-09-24 10:30;8.0
2853;After Hours;Comedy;Martin Scorsese;1985;97;12;2024-09-23 16:30;8.5
2854;Lethal Weapon;Action;Richard Donner;1987;109;12;2024-09-23 14:00;6.5
2855;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2024-09-23 10:30;8.5
2856;The Grapes of Wrath;Drama;John Ford;1940;129;12;2024-09-22 19:00;10.0
2857;The Goonies;Adventure;Richard Donner;1985;114;0;2024-09-22 16:00;6.5
2858;The Bourne Supremacy;Action;Paul Greengrass;2004;108;12;2024-09-22 13:00;8.5
2859;The Goonies;Adventure;Richard Donner;1985;114;0;2024-09-22 10:30;8.0
2860;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;2024-09-21 16:00;7.0
2861;Seppuku;Action;Masaki Kobayashi;1962;133;12;2024-09-21 13:00;8.5
2862;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;2024-09-21 10:30;8.5
2863;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;2024-09-20 12:30;6.5
2864;Enter the Dragon;Action;Robert Clouse;1973;102;12;2024-09-20 10:00;7.0
2865;Dog Day Afternoon;Biography;Sidney Lumet;1975;125;0;2024-09-19 12:30;7.5
2866;Saw;Horror;James Wan;2004;103;12;2024-09-19 10:00;8.0
2867;Gilda;Drama;Charles Vidor;1946;110;12;2024-09-18 10:00;6.5
2868;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;2024-09-17 13:00;8.5
2869;The Goonies;Adventure;Richard Donner;1985;114;0;2024-09-17 10:00;7.5
2870;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;2024-09-16 16:00;8.0
2871;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;2024-09-16 13:30;8.5
2872;Midnight Express;Biography;Alan Parker;1978;121;12;2024-09-16 10:30;7.5
2873;Heat;Crime;Michael Mann;1995;170;12;2024-09-15 19:30;9.5
2874;Viskningar och rop;Drama;Ingmar Bergman;1972;91;12;2024-09-15 17:00;7.5
2875;Vozvrashchenie;Drama;Andrey Zvyagintsev;2003;110;12;2024-09-15 14:00;7.0
2876;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2024-09-15 10:30;7.0
2877;Vozvrashchenie;Drama;Andrey Zvyagintsev;2003;110;12;2024-09-14 18:30;10.0
2878;The Butterfly Effect;Drama;Eric Bress;2004;113;0;2024-09-14 16:00;8.5
2879;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-09-14 13:00;8.5
2880;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;2024-09-14 10:30;8.5
2881;Heat;Crime;Michael Mann;1995;170;12;2024-09-13 15:30;7.0
2882;The Grapes of Wrath;Drama;John Ford;1940;129;12;2024-09-13 12:30;8.0
2883;After Hours;Comedy;Martin Scorsese;1985;97;12;2024-09-13 10:00;8.0
2884;Back to the Future;Adventure;Robert Zemeckis;1985;116;0;2024-09-12 12:30;6.5
2885;Crimes and Misdemeanors;Comedy;Woody Allen;1989;104;12;2024-09-12 10:00;8.0
2886;City Lights;Comedy;Charles Chaplin;1931;87;0;2024-09-11 16:00;7.0
2887;Glory;Biography;Edward Zwick;1989;122;16;2024-09-11 13:00;7.5
2888;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;2024-09-11 10:30;7.5
2889;Modern Times;Comedy;Charles Chaplin;1936;87;0;2024-09-10 13:00;7.0
2890;No Man's Land;Comedy;Danis Tanovic;2001;98;16;2024-09-10 10:30;8.5
2891;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2024-09-09 10:00;8.5
2892;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;2024-09-08 16:00;8.5
2893;The Bourne Identity;Action;Doug Liman;2002;119;12;2024-09-08 13:00;7.0
2894;Ace in the Hole;Drama;Billy Wilder;1951;111;12;2024-09-08 10:00;7.5
2895;Crimes and Misdemeanors;Comedy;Woody Allen;1989;104;12;2024-09-07 18:30;9.5
2896;Saw;Horror;James Wan;2004;103;12;2024-09-07 16:00;6.5
2897;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2024-09-07 13:30;7.5
2898;Empire of the Sun;Action;Steven Spielberg;1987;153;0;2024-09-07 10:00;8.0
2899;Crimes and Misdemeanors;Comedy;Woody Allen;1989;104;12;2024-09-06 15:30;8.5
2900;Blood Simple;Crime;Joel Coen;1984;99;12;2024-09-06 13:00;7.5
2901;Glory;Biography;Edward Zwick;1989;122;16;2024-09-06 10:00;8.0
2902;Manhattan;Comedy;Woody Allen;1979;96;16;2024-09-05 10:30;7.0
2903;Midnight Express;Biography;Alan Parker;1978;121;12;2024-09-04 10:30;6.5
2904;A Beautiful Mind;Biography;Ron Howard;2001;135;12;2024-09-03 15:00;6.5
2905;Blood Simple;Crime;Joel Coen;1984;99;12;2024-09-03 12:30;7.0
2906;Saw;Horror;James Wan;2004;103;12;2024-09-03 10:00;7.5
2907;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2024-09-02 16:30;8.0
2908;The Grapes of Wrath;Drama;John Ford;1940;129;12;2024-09-02 13:30;8.5
2909;Midnight Express;Biography;Alan Parker;1978;121;12;2024-09-02 10:30;7.5
2910;Saw;Horror;James Wan;2004;103;12;2024-09-01 19:00;8.5
2911;Empire of the Sun;Action;Steven Spielberg;1987;153;0;2024-09-01 15:30;8.5
2912;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;2024-09-01 13:00;8.0
2913;Manhattan;Comedy;Woody Allen;1979;96;16;2024-09-01 10:30;8.5
2914;Saw;Horror;James Wan;2004;103;12;2024-08-31 16:30;8.0
2915;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-08-31 13:30;8.5
2916;Glory;Biography;Edward Zwick;1989;122;16;2024-08-31 10:30;7.5
2917;Vozvrashchenie;Drama;Andrey Zvyagintsev;2003;110;12;2024-08-30 16:30;7.5
2918;Empire of the Sun;Action;Steven Spielberg;1987;153;0;2024-08-30 13:00;8.5
2919;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-08-30 10:00;8.5
2920;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-08-29 17:00;6.5
2921;Heat;Crime;Michael Mann;1995;170;12;2024-08-29 13:30;7.0
2922;Heat;Crime;Michael Mann;1995;170;12;2024-08-29 10:00;6.5
2923;The Red Shoes;Drama;Michael Powell;1948;135;12;2024-08-28 13:30;7.5
2924;The Butterfly Effect;Drama;Eric Bress;2004;113;0;2024-08-28 10:30;6.5
2925;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Comedy;Stanley Kubrick;1964;95;12;2024-08-27 13:30;7.0
2926;The Bourne Identity;Action;Doug Liman;2002;119;12;2024-08-27 10:30;8.0
2927;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2024-08-26 13:00;7.0
2928;No Man's Land;Comedy;Danis Tanovic;2001;98;16;2024-08-26 10:30;8.5
2929;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-08-25 18:30;9.5
2930;Back to the Future;Adventure;Robert Zemeckis;1985;116;0;2024-08-25 16:00;7.0
2931;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;2024-08-25 13:30;7.5
2932;Back to the Future;Adventure;Robert Zemeckis;1985;116;0;2024-08-25 10:30;7.5
2933;Saw;Horror;James Wan;2004;103;12;2024-08-24 18:30;10.0
2934;Hotel Rwanda;Biography;Terry George;2004;121;12;2024-08-24 15:30;8.0
2935;Before Sunrise;Drama;Richard Linklater;1995;101;16;2024-08-24 13:00;7.5
2936;Saw;Horror;James Wan;2004;103;12;2024-08-24 10:30;8.5
2937;Festen;Drama;Thomas Vinterberg;1998;105;16;2024-08-23 10:30;7.5
2938;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2024-08-22 15:30;7.0
2939;No Man's Land;Comedy;Danis Tanovic;2001;98;16;2024-08-22 13:00;8.5
2940;Vozvrashchenie;Drama;Andrey Zvyagintsev;2003;110;12;2024-08-22 10:00;8.5
2941;Akira;Animation;Katsuhiro Ôtomo;1988;124;12;2024-08-21 10:30;8.5
2942;Saw;Horror;James Wan;2004;103;12;2024-08-20 10:30;6.5
2943;Manhattan;Comedy;Woody Allen;1979;96;16;2024-08-19 13:30;6.5
2944;Back to the Future;Adventure;Robert Zemeckis;1985;116;0;2024-08-19 10:30;7.0
2945;Anatomy of a Murder;Crime;Otto Preminger;1959;161;12;2024-08-18 20:30;8.5
2946;The Odd Couple;Comedy;Gene Saks;1968;105;0;2024-08-18 18:00;9.5
2947;Heat;Crime;Michael Mann;1995;170;12;2024-08-18 14:00;8.5
2948;Magnolia;Drama;Paul Thomas Anderson;1999;188;16;2024-08-18 10:00;6.5
2949;Saw;Horror;James Wan;2004;103;12;2024-08-17 16:30;8.5
2950;The Grapes of Wrath;Drama;John Ford;1940;129;12;2024-08-17 13:30;8.5
2951;Glory;Biography;Edward Zwick;1989;122;16;2024-08-17 10:30;7.5
